User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Location Type,Location,Nama,Email,Handphone,Login Hour,Year Birth,Digital Interest,Address
441,Google Pixel 5,Android,260,5.7,1725,56,920,36,Female,3,Restaurant,Liberte Italian Cuisine,Jelita Latupono,jelitalatupono441@gmail.com,085230366054,19,1988,news,"Jalan Stasiun Wonokromo No. 07, Tangerang, 85858"
442,Samsung Galaxy S21,Android,223,5.7,1295,44,751,39,Male,3,Office,MTM Representative Office,"Dimas Wahyuni, S.Pd",dimaswahyunis.pd442@gmail.com,088441824711,0,1985,news,"Gang Gegerkalong Hilir No. 409, Tangerang, 59555"
443,Google Pixel 5,Android,66,1.1,505,17,218,33,Male,1,Office,Harton Tower,"Lurhur Prabowo, M.Pd",lurhurprabowom.pd443@gmail.com,082347424706,17,1991,sosmed,"Jalan Raya Ujungberung No. 314, Bekasi, 81974"
444,iPhone 12,iOS,231,4.0,1664,48,724,29,Female,3,Restaurant,Warung Tekko Kramat Jati,"Nasim Pranowo, M.TI.",nasimpranowom.ti.444@mail.com,085639698388,1,1995,news,"Gang Ronggowarsito No. 55, Bekasi, 77907"
445,iPhone 12,iOS,555,8.8,2540,97,2402,22,Male,5,Cafe,Liberica Cilandak Town Square,Siska Mandasari,siskamandasari445@aol.com,087732047963,2,2002,other,"Gang Ciumbuleuit No. 1, Jakarta Barat, 92418"
446,Samsung Galaxy S21,Android,378,7.2,1859,61,1318,58,Male,4,Office,Kantor PC 24,"Raisa Mulyani, M.Kom.",raisamulyanim.kom.446@gmail.com,085702834675,4,1966,e-commerce,"Gang Waringin No. 985, Jakarta Timur, 02485"
447,OnePlus 9,Android,546,8.8,2852,81,1641,24,Male,5,Cafe,Think Coffee Club,"drg. Lintang Habibi, S.E.",drg.lintanghabibis.e.447@gmail.com,081790456204,6,2000,other,"Jalan Dr. Djunjunan No. 73, Jakarta Utara, 55371"
448,Samsung Galaxy S21,Android,234,5.2,1604,58,919,58,Male,3,Cafe,Kopi Bojo Plaza Kuningan,Devi Habibi,devihabibi448@gmail.com,083852837683,12,1966,news,"Gg. Kendalsari No. 98, Bogor, 42863"
449,Samsung Galaxy S21,Android,152,3.0,617,22,306,22,Female,2,Restaurant,Ramen Ten 10 Kramat Jati,"R.A. Gilda Putra, M.Farm",r.a.gildaputram.farm449@gmail.com,081996766097,13,2002,streaming video,"Jl. Suryakencana No. 9, Tangerang Selatan, 01803"
450,Google Pixel 5,Android,34,1.2,518,10,170,20,Female,1,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Safina Utami,safinautami450@gmail.com,081642442100,0,2004,sosmed,"Jalan Joyoboyo No. 19, Bogor, 73462"
451,Samsung Galaxy S21,Android,179,3.5,1114,30,466,56,Male,2,Cafe,Los Medellin,Muhammad Marbun,muhammadmarbun451@gmail.com,082280494460,7,1968,streaming video,"Jalan Kebonjati No. 78, Depok, 69815"
452,OnePlus 9,Android,591,11.8,2953,92,1903,52,Male,5,Cafe,60 Common House,Hj. Uchita Yuniar,hj.uchitayuniar452@gmail.com,089867398353,0,1972,other,"Gg. Joyoboyo No. 446, Jakarta Timur, 78319"
453,Samsung Galaxy S21,Android,120,3.3,734,35,583,26,Male,2,Office,Gedung Cyber,R.M. Dipa Wacana,r.m.dipawacana453@outlook.com,085607712989,19,1998,streaming video,"Gg. Wonoayu No. 94, Jakarta Barat, 83325"
454,Google Pixel 5,Android,88,1.3,557,13,164,43,Male,1,Office,Harton Tower,"Puti Ratih Usamah, S.Kom",putiratihusamahs.kom454@gmail.com,081265400196,16,1981,sosmed,"Gg. Jend. Sudirman No. 71, Jakarta Pusat, 14869"
455,iPhone 12,iOS,143,3.9,1160,24,398,45,Male,2,Restaurant,Ramen Ya! Kota Kasablanka Lt.UG,Ade Zulaika,adezulaika455@gmail.com,088791446092,7,1979,streaming video,"Jl. Ronggowarsito No. 741, Jakarta Pusat, 67194"
456,iPhone 12,iOS,74,1.6,436,13,182,27,Female,1,Transportation,Stasiun Boulevard Utara,Balidin Samosir,balidinsamosir456@gmail.com,089814528108,15,1997,sosmed,"Jl. Jayawijaya No. 03, Tangerang, 09517"
457,iPhone 12,iOS,74,1.6,587,15,275,27,Female,1,Cafe,Tuwuh Treats Bintaro,"Jamil Maryadi, S.Psi",jamilmaryadis.psi457@gmail.com,088395891473,11,1997,sosmed,"Gang Monginsidi No. 4, Jakarta Pusat, 41955"
458,OnePlus 9,Android,234,4.7,1707,55,871,46,Male,3,Office,Menara Satu,"Fitria Fujiati, S.E.I",fitriafujiatis.e.i458@aol.com,082120561907,3,1978,news,"Gang HOS. Cokroaminoto No. 1, Bogor, 75942"
459,iPhone 12,iOS,56,1.0,547,10,142,58,Female,1,Office,Menara Satu,Lantar Dabukke,lantardabukke459@protonmail.com,082165555278,14,1966,sosmed,"Gang Siliwangi No. 176, Jakarta Timur, 89303"
460,OnePlus 9,Android,174,2.4,639,37,545,50,Male,2,Restaurant,Warung Tekko Kalibata,Yessi Riyanti,yessiriyanti460@gmail.com,082154147228,0,1974,streaming video,"Gg. Abdul Muis No. 27, Jakarta Pusat, 87165"
461,Samsung Galaxy S21,Android,523,9.0,2696,91,1561,20,Female,5,Transportation,Stasiun Bundaran HI,"Jindra Tarihoran, S.E.",jindratarihorans.e.461@gmail.com,088638934021,8,2004,other,"Jalan Setiabudhi No. 68, Jakarta Utara, 83000"
462,Samsung Galaxy S21,Android,123,3.3,938,36,438,55,Male,2,Compound Space,JEC Kedoya,Salimah Hutagalung,salimahhutagalung462@yahoo.com,088237899153,9,1969,streaming video,"Jl. Raya Setiabudhi No. 298, Jakarta Selatan, 46832"
463,Samsung Galaxy S21,Android,216,5.9,1789,54,987,55,Male,3,Office,MTM Representative Office,Titin Wijayanti,titinwijayanti463@outlook.com,085571276156,19,1969,news,"Gang Laswi No. 56, Jakarta Utara, 25586"
464,iPhone 12,iOS,290,4.6,1694,50,809,23,Male,3,Cafe,Tous les Jours Sency,Ade Latupono,adelatupono464@gmail.com,085262819527,2,2001,news,"Gg. Bangka Raya No. 5, Jakarta Utara, 97076"
465,Xiaomi Mi 11,Android,68,1.3,583,10,281,26,Female,1,Office,Graha Aruna,"Ir. Ozy Rahayu, S.Pt",ir.ozyrahayus.pt465@gmail.com,085580978196,3,1998,sosmed,"Jalan Joyoboyo No. 86, Jakarta Pusat, 01684"
466,OnePlus 9,Android,265,4.8,1770,51,723,55,Female,3,Cafe,8TH Brew Coffee Shop,Oliva Safitri,olivasafitri466@outlook.com,088543810437,21,1969,news,"Gg. PHH. Mustofa No. 157, Tangerang Selatan, 45325"
467,Samsung Galaxy S21,Android,414,7.3,2349,75,1092,51,Male,4,Transportation,Stasiun Fatmawati,R. Edward Nainggolan,r.edwardnainggolan467@gmail.com,088264457767,0,1973,e-commerce,"Jl. Yos Sudarso No. 4, Bekasi, 80103"
468,Google Pixel 5,Android,238,4.0,1414,47,661,41,Female,3,Restaurant,Warung Tekko Daan Mogot,Elvin Habibi,elvinhabibi468@gmail.com,081278912195,8,1983,news,"Gg. Monginsidi No. 5, Jakarta Utara, 55799"
469,Xiaomi Mi 11,Android,429,7.5,1921,61,1102,46,Male,4,Cafe,Ruuaang Kopi,Darmana Manullang,darmanamanullang469@gmail.com,085188377893,1,1978,e-commerce,"Jalan W.R. Supratman No. 161, Jakarta Timur, 53831"
470,Xiaomi Mi 11,Android,39,1.9,541,16,294,37,Male,1,Cafe,Suasana Kopi Gandaria,Najib Puspasari,najibpuspasari470@aol.com,085149242000,17,1987,sosmed,"Gang Otto Iskandardinata No. 89, Bogor, 32901"
471,Samsung Galaxy S21,Android,248,4.6,1396,52,883,40,Male,3,Transportation,Stasiun Bundaran HI,Unjani Wasita,unjaniwasita471@gmail.com,085699458930,8,1984,news,"Jl. Rumah Sakit No. 436, Jakarta Barat, 52639"
472,Xiaomi Mi 11,Android,541,9.4,2452,93,1811,53,Female,5,Office,MTM Representative Office,"R.A. Olivia Aryani, S.Psi",r.a.oliviaaryanis.psi472@gmail.com,088104256986,1,1971,other,"Gang Ciumbuleuit No. 757, Jakarta Selatan, 21489"
473,Xiaomi Mi 11,Android,139,3.0,697,37,513,26,Female,2,Cafe,Pard Coffee,Dina Najmudin,dinanajmudin473@gmail.com,081824804325,11,1998,streaming video,"Jalan Siliwangi No. 6, Bogor, 33715"
474,iPhone 12,iOS,289,5.0,1625,45,687,29,Male,3,Restaurant,Kintaro Sushi PIK,Carla Wulandari,carlawulandari474@outlook.com,088732729355,0,1995,news,"Jl. Ahmad Dahlan No. 602, Tangerang, 13428"
475,Xiaomi Mi 11,Android,210,4.9,1657,55,765,49,Female,3,Compound Space,Galeri Lafayette,"R. Reza Pudjiastuti, M.Ak",r.rezapudjiastutim.ak475@gmail.com,083253702807,19,1975,news,"Gg. HOS. Cokroaminoto No. 011, Jakarta Selatan, 53401"
476,Samsung Galaxy S21,Android,412,6.2,2201,68,1085,54,Female,4,Transportation,Stasiun Dukuh Atas BNI,"H. Garda Firgantoro, S.Pt",h.gardafirgantoros.pt476@gmail.com,081797365078,4,1970,e-commerce,"Jl. Merdeka No. 028, Jakarta Utara, 08593"
477,Google Pixel 5,Android,318,6.6,2089,77,1126,49,Female,4,Transportation,Koridor 13 Halte Rawa Barat,"Puti Keisha Waluyo, S.Pd",putikeishawaluyos.pd477@outlook.com,088664677129,13,1975,e-commerce,"Gg. Laswi No. 3, Bekasi, 19399"
478,iPhone 12,iOS,258,4.2,1315,44,762,59,Female,3,Restaurant,Sambalado,Akarsana Nuraini,akarsananuraini478@yahoo.com,085707196846,14,1965,news,"Jl. Abdul Muis No. 983, Jakarta Utara, 60193"
479,OnePlus 9,Android,258,4.3,1759,59,718,41,Female,3,Cafe,Tuwuh Treats Bintaro,drg. Lasmanto Ramadan,drg.lasmantoramadan479@gmail.com,088739340139,9,1983,news,"Gang Sukajadi No. 222, Jakarta Timur, 60923"
480,Samsung Galaxy S21,Android,189,4.8,1681,59,795,57,Male,3,Transportation,Daytrans Grogol,Putri Mangunsong,putrimangunsong480@yahoo.com,089957340272,5,1967,news,"Jl. Tebet Barat Dalam No. 4, Depok, 96200"
481,iPhone 12,iOS,155,2.4,954,39,441,51,Male,2,Transportation,Koridor 01 Halte Kebon Sirih arah Kota,Marsudi Narpati,marsudinarpati481@gmail.com,089619707256,19,1973,streaming video,"Gang Lembong No. 60, Jakarta Pusat, 97473"
482,Samsung Galaxy S21,Android,528,10.4,2717,87,2140,34,Male,5,Restaurant,Warung Tekko Artha Gading,Raditya Prasetya,radityaprasetya482@gmail.com,088233820027,18,1990,other,"Gang Medokan Ayu No. 981, Jakarta Pusat, 99199"
483,iPhone 12,iOS,549,11.1,2851,87,1814,56,Male,5,Cafe,Tujuhari Coffee,"Dr. Nadia Wulandari, S.Pd",dr.nadiawulandaris.pd483@outlook.com,088251744122,3,1968,other,"Gg. Rungkut Industri No. 699, Bogor, 10423"
484,Xiaomi Mi 11,Android,78,1.6,470,18,230,49,Female,1,Restaurant,Warung Tekko Pluit Village,"Shakila Winarno, S.Sos",shakilawinarnos.sos484@aol.com,081507230739,0,1975,sosmed,"Gang Otto Iskandardinata No. 34, Jakarta Timur, 04001"
485,iPhone 12,iOS,444,6.0,1873,61,1093,39,Female,4,Cafe,Los Medellin,Jarwadi Januar,jarwadijanuar485@yahoo.com,081415196084,24,1985,e-commerce,"Gg. Sukajadi No. 454, Jakarta Selatan, 51970"
486,Xiaomi Mi 11,Android,80,1.1,417,18,298,36,Male,1,Cafe,Tous les Jours Sency,"Nardi Wijaya, S.Pt",nardiwijayas.pt486@gmail.com,082221952323,1,1988,sosmed,"Jalan Jend. Sudirman No. 7, Tangerang Selatan, 85630"
487,iPhone 12,iOS,131,3.8,739,34,330,57,Female,2,Cafe,Tujuhari Coffee,Kusuma Novitasari,kusumanovitasari487@gmail.com,081785398195,10,1967,streaming video,"Jl. Pasirkoja No. 393, Jakarta Barat, 37417"
488,iPhone 12,iOS,228,4.4,1734,46,804,57,Female,3,Compound Space,Galeri Lafayette,"Tiara Gunawan, S.H.",tiaragunawans.h.488@gmail.com,082226635134,16,1967,news,"Jl. Veteran No. 25, Tangerang, 47179"
489,Xiaomi Mi 11,Android,416,7.3,1882,62,1333,32,Female,4,Restaurant,Warung Tekko Daan Mogot,"R.A. Gina Wibisono, S.Psi",r.a.ginawibisonos.psi489@gmail.com,083815167782,21,1992,e-commerce,"Jalan Rajiman No. 8, Jakarta Pusat, 10890"
490,Google Pixel 5,Android,586,9.3,2403,94,2332,21,Male,5,Restaurant,Ramen Ya! Gandaria City,Hasta Ardianto,hastaardianto490@gmail.com,085972776487,5,2003,other,"Jl. Suryakencana No. 52, Bogor, 60463"
491,Google Pixel 5,Android,416,6.1,2279,71,1096,47,Male,4,Compound Space,JEC Kedoya,Lukita Kusmawati,lukitakusmawati491@gmail.com,083864653483,24,1977,e-commerce,"Gg. Asia Afrika No. 652, Bogor, 89170"
492,iPhone 12,iOS,152,3.7,948,22,507,53,Female,2,Cafe,Think Coffee Club,Fathonah Sihombing,fathonahsihombing492@outlook.com,081360901950,0,1971,streaming video,"Jalan Tubagus Ismail No. 13, Tangerang, 78332"
493,Xiaomi Mi 11,Android,87,1.5,594,19,198,36,Female,1,Cafe,Jack & Joe Coffee and Eatery Lebak Bulus,"Ajeng Situmorang, S.H.",ajengsitumorangs.h.493@yahoo.com,082231465633,7,1988,sosmed,"Jalan Sukajadi No. 9, Jakarta Timur, 15613"
494,OnePlus 9,Android,329,6.8,1892,69,1383,23,Male,4,Cafe,Dua Coffee @ Tebet,Edison Pradana,edisonpradana494@gmail.com,088708242233,17,2001,e-commerce,"Gang Rawamangun No. 245, Bekasi, 10092"
495,Samsung Galaxy S21,Android,107,2.5,1176,24,545,29,Female,2,Cafe,Ali Kopi Roastery Free Wifi,"Arsipatra Farida, S.I.Kom",arsipatrafaridas.i.kom495@outlook.com,081266180654,4,1995,streaming video,"Jl. Gardujati No. 35, Jakarta Selatan, 61354"
496,Google Pixel 5,Android,493,10.9,2928,88,2116,57,Male,5,Restaurant,Warung Tekko Kemang,"Nova Fujiati, M.TI.",novafujiatim.ti.496@outlook.com,081986666369,23,1967,other,"Jalan H.J Maemunah No. 552, Jakarta Barat, 82576"
497,iPhone 12,iOS,182,4.8,1500,51,807,43,Female,3,Restaurant,Warung Tekko Daan Mogot,"dr. Febi Pertiwi, S.Sos",dr.febipertiwis.sos497@gmail.com,088596382777,20,1981,news,"Jl. Merdeka No. 880, Jakarta Pusat, 06816"
498,iPhone 12,iOS,102,2.9,918,37,362,20,Female,2,Cafe,Dua Coffee @ Cipete,Siska Rahimah,siskarahimah498@gmail.com,083333815524,24,2004,streaming video,"Jl. Ciwastra No. 20, Jakarta Pusat, 96332"
499,Google Pixel 5,Android,274,4.5,1356,54,869,53,Male,3,Cafe,Stay Kopi Kopia,Kartika Kuswoyo,kartikakuswoyo499@yahoo.com,089830633778,0,1971,news,"Jalan Kutai No. 28, Jakarta Selatan, 38790"
500,iPhone 12,iOS,143,3.6,988,26,504,45,Female,2,Transportation,Stasiun Velodrome,"T. Waluyo Mayasari, S.E.",t.waluyomayasaris.e.500@outlook.com,085352961459,0,1979,streaming video,"Jl. R.E Martadinata No. 077, Jakarta Timur, 87121"
501,Google Pixel 5,Android,66,1.3,369,14,195,32,Male,1,Cafe,Ruuaang Kopi,"Hasna Nashiruddin, S.Farm",hasnanashiruddins.farm501@gmail.com,088325214389,23,1992,sosmed,"Gg. Kendalsari No. 835, Jakarta Timur, 11097"
502,Xiaomi Mi 11,Android,420,7.7,2017,74,1187,24,Female,4,Restaurant,Ramen Ya! Gandaria City,Bagiya Palastri,bagiyapalastri502@yahoo.com,088529870074,0,2000,e-commerce,"Gg. M.T Haryono No. 243, Bogor, 01378"
503,Xiaomi Mi 11,Android,582,8.4,2664,91,2493,55,Female,5,Cafe,Think Coffee Club,Ir. Rahmi Wulandari,ir.rahmiwulandari503@yahoo.com,083266488017,6,1969,other,"Gang Ir. H. Djuanda No. 74, Tangerang Selatan, 58738"
504,Google Pixel 5,Android,200,5.8,1291,50,965,52,Male,3,Compound Space,Menara FIF - Kantin 2,R.A. Talia Mustofa,r.a.taliamustofa504@gmail.com,083158830073,13,1972,news,"Gang Ciwastra No. 8, Jakarta Utara, 99655"
505,Google Pixel 5,Android,493,8.5,2859,99,2450,47,Male,5,Transportation,Stasiun Senayan,T. Ganjaran Utami,t.ganjaranutami505@gmail.com,082274945050,23,1977,other,"Jl. Kapten Muslihat No. 2, Jakarta Barat, 51132"
506,Samsung Galaxy S21,Android,348,6.6,2398,66,1415,49,Female,4,Compound Space,Menara FIF - Kantin 2,"Hj. Karen Tarihoran, S.Ked",hj.karentarihorans.ked506@gmail.com,089975763541,6,1975,e-commerce,"Jalan W.R. Supratman No. 211, Jakarta Pusat, 56792"
507,Xiaomi Mi 11,Android,238,5.1,1408,45,941,27,Male,3,Restaurant,Kintaro Sushi PIK,Ir. Tira Narpati,ir.tiranarpati507@gmail.com,087861983009,13,1997,news,"Jalan Cihampelas No. 4, Tangerang, 12330"
508,Xiaomi Mi 11,Android,33,2.0,318,11,173,42,Female,1,Office,Menara Satu,"Kania Hassanah, S.E.I",kaniahassanahs.e.i508@gmail.com,085924335340,23,1982,sosmed,"Jalan Ahmad Yani No. 5, Jakarta Barat, 12297"
509,Google Pixel 5,Android,267,5.9,1740,45,791,22,Male,3,Office,Gedung Cyber,Kairav Maulana,kairavmaulana509@aol.com,088846287103,21,2002,news,"Jl. Ahmad Yani No. 8, Tangerang, 28149"
510,iPhone 12,iOS,492,10.0,2513,90,1968,31,Male,5,Restaurant,Warung Tekko Daan Mogot,"Yusuf Siregar, S.Farm",yusufsiregars.farm510@outlook.com,081998301947,4,1993,other,"Jalan Pasirkoja No. 811, Jakarta Barat, 55853"
511,Google Pixel 5,Android,241,5.3,1767,58,976,38,Female,3,Office,Graha Aruna,"H. Kusuma Widodo, S.Psi",h.kusumawidodos.psi511@yahoo.com,087716808402,13,1986,news,"Jl. Pacuan Kuda No. 8, Bogor, 04918"
512,Samsung Galaxy S21,Android,567,10.8,2911,89,1682,39,Male,5,Office,Graha Aruna,Drs. Janet Wastuti,drs.janetwastuti512@gmail.com,081371302192,10,1985,other,"Jl. Sukajadi No. 25, Depok, 65298"
513,Samsung Galaxy S21,Android,36,1.6,442,17,249,34,Male,1,Cafe,8TH Brew Coffee Shop,Lukman Hardiansyah,lukmanhardiansyah513@gmail.com,081439656723,11,1990,sosmed,"Gg. Stasiun Wonokromo No. 42, Tangerang, 35294"
514,OnePlus 9,Android,110,3.4,975,31,507,57,Female,2,Transportation,Stasiun Boulevard Utara,Garang Utama,garangutama514@gmail.com,085535847339,16,1967,streaming video,"Jalan Rajawali Barat No. 251, Bekasi, 84790"
515,Samsung Galaxy S21,Android,466,7.1,1984,73,1461,54,Male,4,Cafe,Tuwuh Treats Bintaro,dr. Ghaliyati Pratama,dr.ghaliyatipratama515@outlook.com,083848904175,21,1970,e-commerce,"Gang Gegerkalong Hilir No. 285, Tangerang, 52225"
516,OnePlus 9,Android,126,2.2,1187,28,599,25,Male,2,Compound Space,Galeri Lafayette,"Hj. Lili Utami, S.Kom",hj.liliutamis.kom516@aol.com,081883538725,14,1999,streaming video,"Jl. Kendalsari No. 5, Bekasi, 37600"
517,Xiaomi Mi 11,Android,120,3.8,940,36,535,44,Male,2,Office,Graha Aruna,Drs. Fitriani Sihombing,drs.fitrianisihombing517@gmail.com,089505337880,15,1980,streaming video,"Jalan R.E Martadinata No. 085, Jakarta Utara, 80637"
518,iPhone 12,iOS,64,1.2,592,19,218,25,Male,1,Cafe,Tempat Kita Coffee,Kambali Prasasta,kambaliprasasta518@aol.com,085759877626,4,1999,sosmed,"Gg. Ir. H. Djuanda No. 286, Bogor, 37805"
519,OnePlus 9,Android,574,8.5,2780,87,1809,34,Female,5,Cafe,Dua Coffee @ Cipete,"drg. Cinthia Irawan, S.Gz",drg.cinthiairawans.gz519@gmail.com,088479945543,17,1990,other,"Gg. Soekarno Hatta No. 61, Bogor, 62159"
520,OnePlus 9,Android,119,2.2,1123,22,371,51,Male,2,Cafe,Kopitok Coffee Kemang,Kezia Widiastuti,keziawidiastuti520@gmail.com,089530167431,21,1973,streaming video,"Jalan Gedebage Selatan No. 7, Jakarta Barat, 12441"
521,OnePlus 9,Android,350,6.5,2364,75,1485,20,Male,4,Restaurant,Sambalado,Puspa Mahendra,puspamahendra521@yahoo.com,085127522498,2,2004,e-commerce,"Gg. Lembong No. 2, Jakarta Utara, 89769"
522,Google Pixel 5,Android,69,1.1,535,17,250,25,Male,1,Cafe,Tous les Jours Sency,Maria Latupono,marialatupono522@gmail.com,081706956901,4,1999,sosmed,"Jalan Rajawali Barat No. 3, Bekasi, 25625"
523,Xiaomi Mi 11,Android,438,6.5,1849,64,1125,49,Female,4,Cafe,Tuwuh Treats Bintaro,Zulaikha Marpaung,zulaikhamarpaung523@yahoo.com,088695687404,6,1975,e-commerce,"Gg. Erlangga No. 48, Jakarta Timur, 52523"
524,Samsung Galaxy S21,Android,506,11.2,2623,98,2460,48,Male,5,Restaurant,Liberte Italian Cuisine,Nurul Haryanti,nurulharyanti524@yahoo.com,088760475115,21,1976,other,"Gg. Gegerkalong Hilir No. 9, Jakarta Barat, 46370"
525,Samsung Galaxy S21,Android,272,5.2,1390,45,792,57,Female,3,Restaurant,Ramen Ten 10 Kramat Jati,Elon Lazuardi,elonlazuardi525@gmail.com,081165810533,20,1967,news,"Gg. Siliwangi No. 42, Jakarta Pusat, 11261"
526,Samsung Galaxy S21,Android,224,4.5,1646,57,665,59,Male,3,Compound Space,Galeri Lafayette,Vanya Yuniar,vanyayuniar526@gmail.com,089849417174,17,1965,news,"Gg. Wonoayu No. 179, Jakarta Timur, 57195"
527,Google Pixel 5,Android,99,2.4,689,36,318,29,Female,2,Cafe,Pard Coffee,"R.M. Endra Haryanti, S.Ked",r.m.endraharyantis.ked527@gmail.com,089547741965,14,1995,streaming video,"Jl. Cihampelas No. 3, Jakarta Utara, 99198"
528,iPhone 12,iOS,44,1.2,466,10,131,57,Female,1,Cafe,Bukan Ruang,"Drs. Widya Nasyiah, S.Kom",drs.widyanasyiahs.kom528@outlook.com,085752452700,16,1967,sosmed,"Gang Rungkut Industri No. 03, Bogor, 59672"
529,Google Pixel 5,Android,175,3.0,801,32,338,24,Male,2,Cafe,Tempat Kita Coffee,"Tgk. Vanya Maulana, S.IP",tgk.vanyamaulanas.ip529@outlook.com,087806455374,8,2000,streaming video,"Jalan Ciumbuleuit No. 6, Tangerang Selatan, 54880"
530,Google Pixel 5,Android,228,4.8,1639,47,796,42,Female,3,Cafe,Tempat Kita Coffee,Cahyo Budiman,cahyobudiman530@gmail.com,089853540590,13,1982,news,"Gang Peta No. 7, Jakarta Barat, 24828"
531,Xiaomi Mi 11,Android,589,11.8,2629,86,2479,43,Female,5,Cafe,Pard Coffee,Ida Dabukke,idadabukke531@aol.com,085823178847,18,1981,other,"Jl. Suniaraja No. 52, Jakarta Utara, 70318"
532,OnePlus 9,Android,339,7.9,1987,66,1191,47,Male,4,Office,Harton Tower,Dr. Wulan Pratama,dr.wulanpratama532@yahoo.com,089873176598,16,1977,e-commerce,"Gang Moch. Toha No. 639, Jakarta Utara, 21338"
533,iPhone 12,iOS,431,6.4,2206,66,1200,23,Female,4,Cafe,Kopitok Coffee Kemang,Salsabila Marbun,salsabilamarbun533@yahoo.com,082207875682,18,2001,e-commerce,"Gg. Erlangga No. 37, Tangerang Selatan, 79844"
534,Xiaomi Mi 11,Android,190,4.7,1276,57,915,22,Female,3,Cafe,Kedai Inn Taman GBK,"Jaya Hartati, S.E.",jayahartatis.e.534@outlook.com,085691668638,16,2002,news,"Gang Kutisari Selatan No. 788, Tangerang Selatan, 92664"
535,OnePlus 9,Android,389,6.1,2087,67,1383,30,Male,4,Restaurant,Warung Tekko Artha Gading,Ana Prasetyo,anaprasetyo535@gmail.com,087710940870,0,1994,e-commerce,"Jalan Tebet Barat Dalam No. 76, Jakarta Timur, 52856"
536,Samsung Galaxy S21,Android,139,3.3,937,24,573,25,Female,2,Restaurant,Sliced Terogong,Kajen Sudiati,kajensudiati536@gmail.com,082320665675,5,1999,streaming video,"Jalan Asia Afrika No. 1, Jakarta Timur, 42948"
537,Samsung Galaxy S21,Android,289,5.9,1528,48,915,30,Male,3,Cafe,Kopitok Coffee Kemang,"Ana Saptono, S.Gz",anasaptonos.gz537@outlook.com,081919924890,8,1994,news,"Gg. Kapten Muslihat No. 984, Depok, 75819"
538,Samsung Galaxy S21,Android,593,11.1,2672,82,2258,34,Female,5,Restaurant,Liberte Italian Cuisine,Akarsana Setiawan,akarsanasetiawan538@protonmail.com,081645606855,12,1990,other,"Jalan Gedebage Selatan No. 80, Depok, 42095"
539,Google Pixel 5,Android,576,9.5,2638,98,2281,38,Female,5,Restaurant,Warung Tekko Kramat Jati,Gaduh Kusumo,gaduhkusumo539@gmail.com,081232354269,10,1986,other,"Jl. Dipenogoro No. 9, Bekasi, 73373"
540,OnePlus 9,Android,592,9.4,2867,95,1701,27,Female,5,Restaurant,Warung Tekko Artha Gading,Bakda Prastuti,bakdaprastuti540@yahoo.com,085830164675,9,1997,other,"Gg. Yos Sudarso No. 9, Jakarta Pusat, 62459"
541,iPhone 12,iOS,567,10.5,2817,89,2194,52,Male,5,Cafe,Liberica Cilandak Town Square,Jati Mayasari,jatimayasari541@mail.com,085724813027,9,1972,other,"Jl. Tebet Barat Dalam No. 3, Tangerang Selatan, 12319"
542,iPhone 12,iOS,170,2.5,740,21,537,25,Female,2,Compound Space,Menara FIF - Kantin 2,Kayun Aryani,kayunaryani542@gmail.com,088801459122,14,1999,streaming video,"Gang Ahmad Dahlan No. 5, Jakarta Utara, 78922"
543,Google Pixel 5,Android,242,5.4,1307,48,642,28,Male,3,Cafe,Kopikalyan Wijaya,Zelaya Latupono,zelayalatupono543@outlook.com,082309046787,15,1996,news,"Gang Siliwangi No. 8, Jakarta Barat, 38452"
544,Samsung Galaxy S21,Android,275,5.5,1616,48,656,55,Male,3,Office,Gedung Cyber,Patricia Usamah,patriciausamah544@gmail.com,085924733077,23,1969,news,"Jl. Lembong No. 849, Tangerang, 88312"
545,Google Pixel 5,Android,544,9.7,2633,97,1727,28,Female,5,Cafe,Suasana Kopi Gandaria,Kasim Halim,kasimhalim545@outlook.com,081744919918,5,1996,other,"Jalan Veteran No. 80, Jakarta Barat, 29764"
546,OnePlus 9,Android,50,2.0,362,17,182,34,Female,1,Office,HTS Net,Danuja Pratama,danujapratama546@gmail.com,081743611524,15,1990,sosmed,"Jl. Sukabumi No. 5, Jakarta Pusat, 33054"
547,OnePlus 9,Android,236,4.6,1750,45,971,21,Female,3,Cafe,The Post Coffee and Eatery,"R.A. Yunita Firgantoro, M.Ak",r.a.yunitafirgantorom.ak547@outlook.com,081696712766,16,2003,news,"Jl. Surapati No. 50, Jakarta Utara, 88442"
548,iPhone 12,iOS,139,2.6,658,33,358,58,Female,2,Restaurant,Warung Tekko Pluit Village,dr. Bala Laksita,dr.balalaksita548@yahoo.com,088944510558,22,1966,streaming video,"Jl. M.T Haryono No. 7, Depok, 93213"
549,Google Pixel 5,Android,383,6.6,2155,74,1360,45,Male,4,Restaurant,Warung Tekko Artha Gading,Puspa Nainggolan,puspanainggolan549@aol.com,085733089793,16,1979,e-commerce,"Gang Tubagus Ismail No. 0, Depok, 98120"
